1081200926	20230121	202301	2023	2023.0575											LEG	LAWMAKER						LEG			0	042	042	04	1	1.9	8	1	8	0.96308186195827	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20230121123000	https://insurancenewsnet.com/oarticle/lawmakers-raise-questions-about-proposed-insurance-fix
1081200927	20230121	202301	2023	2023.0575											LEG	LAWMAKER						LEG			0	080	080	08	2	5.0	4	1	4	0.96308186195827	0								3	Jonesboro, Florida, United States	US	USFL	FL029	29.7111	-83.2971	295382	3	Jonesboro, Florida, United States	US	USFL	FL029	29.7111	-83.2971	295382	20230121123000	https://insurancenewsnet.com/oarticle/lawmakers-raise-questions-about-proposed-insurance-fix
1081200928	20230121	202301	2023	2023.0575											LEG	LAWMAKER						LEG			0	080	080	08	2	5.0	6	1	6	0.96308186195827	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20230121123000	https://insurancenewsnet.com/oarticle/lawmakers-raise-questions-about-proposed-insurance-fix
1081200929	20230121	202301	2023	2023.0575											LEG	LAWMAKER						LEG			0	100	100	10	3	-5.0	2	1	2	0.96308186195827	0								3	Jonesboro, Florida, United States	US	USFL	FL029	29.7111	-83.2971	295382	3	Jonesboro, Florida, United States	US	USFL	FL029	29.7111	-83.2971	295382	20230121123000	https://insurancenewsnet.com/oarticle/lawmakers-raise-questions-about-proposed-insurance-fix
1081200930	20230121	202301	2023	2023.0575											LEG	LAWMAKER						LEG			0	100	100	10	3	-5.0	8	1	8	0.96308186195827	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20230121123000	https://insurancenewsnet.com/oarticle/lawmakers-raise-questions-about-proposed-insurance-fix
1081200931	20230121	202301	2023	2023.0575											MED	MEDIA						MED			1	042	042	04	1	1.9	5	1	5	-0.83102493074792	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20230121123000	https://www.desimartini.com/shows/tv/shark-tank-india-2-namita-thapar-shuts-the-troll-slamming-her-for-expertise-why-should-i-be-ashamed-to-accept-that/b76b1d6b15715/
1081200932	20230121	202301	2023	2023.0575											MED	MEDIA						MED			0	130	130	13	3	-4.4	10	1	10	-1.15942028985507	0								4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	20230121123000	https://www.bignewsnetwork.com/news/273408080/how-the-ussr-officially-turned-away-from-sex
1081200933	20230121	202301	2023	2023.0575											NGOUSAJEW	AMIT	USA			JEW		NGO			0	036	036	03	1	4.0	6	1	6	1.7825311942959	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20230121123000	https://www.prokerala.com/news/articles/a1383860.html
1081200934	20230121	202301	2023	2023.0575											NGOUSAJEW	AMIT	USA			JEW		NGO			0	036	036	03	1	4.0	2	1	2	1.7825311942959	0								4	Mandya, Karnataka, India	IN	IN19	17692	12.5242	76.8958	-2103756	4	Mandya, Karnataka, India	IN	IN19	17692	12.5242	76.8958	-2103756	20230121123000	https://www.prokerala.com/news/articles/a1383860.html
1081200935	20230121	202301	2023	2023.0575											PAK	PAKISTAN	PAK								0	061	061	06	2	6.4	2	1	2	-0.95846645367412	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230121123000	https://pajhwok.com/2023/01/21/leather-industrialists-demand-raw-hides-processing-factories/
1081200936	20230121	202301	2023	2023.0575											PAK	PAKISTAN	PAK								0	061	061	06	2	6.4	8	1	8	-0.95846645367412	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20230121123000	https://pajhwok.com/2023/01/21/leather-industrialists-demand-raw-hides-processing-factories/
1081200937	20230121	202301	2023	2023.0575											POL	POLISH	POL								0	042	042	04	1	1.9	1	1	1	4.6242774566474	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20230121123000	https://www.thedailyreporter.com/story/news/local/2023/01/21/bronson-wins-grant-for-cdem-fellow-to-help-with-community-development/69816791007/
1081200938	20230121	202301	2023	2023.0575											PTY	PARTY MEMBER									1	020	020	02	1	3.0	2	1	2	5.58035714285715	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230121123000	https://www.prokerala.com/news/articles/a1383859.html
1081200939	20230121	202301	2023	2023.0575											PTY	PARTY MEMBER									1	020	020	02	1	3.0	8	1	8	5.58035714285715	0								5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230121123000	https://www.prokerala.com/news/articles/a1383859.html
1081200940	20230121	202301	2023	2023.0575											REL	PILGRIM									1	042	042	04	1	1.9	10	1	10	4.02843601895735	0								4	Ramanathapuram, Tamil Nadu, India	IN	IN25	17878	9.38333	78.8333	-2108854	4	Ramanathapuram, Tamil Nadu, India	IN	IN25	17878	9.38333	78.8333	-2108854	20230121123000	https://www.bignewsnetwork.com/news/273408083/tamil-nadu-lakhs-take-holy-dip-in-rameswaram-agnitheertham-sea-on-thai-amavasai
1081200941	20230121	202301	2023	2023.0575											ROU	ROMANIA									1	1243	124	12	3	-4.0	2	1	2	-9.74358974358979	0								4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	1	United Kingdom	UK	UK		54	-4	UK	20230121123000	https://www.fijitimes.com/romanian-court-extends-andrew-tates-detention-on-alleged-human-trafficking/
1081200942	20230121	202301	2023	2023.0575											RUS	RUSSIA	RUS								0	190	190	19	4	-10.0	1	1	1	-1.15942028985507	0								4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	20230121123000	https://www.bignewsnetwork.com/news/273408080/how-the-ussr-officially-turned-away-from-sex
1081200943	20230121	202301	2023	2023.0575											SPY	INTELLIGENCE						SPY			1	036	036	03	1	4.0	5	1	5	8.75912408759127	0								0								0								20230121123000	https://menafn.com/1105459293/How-Artificial-Intelligence-Will-Impact-Customer-Service-5-Benefits-AI-Has-To-Offer
1081200944	20230121	202301	2023	2023.0575											TWN	TAIWAN	TWN								0	192	192	19	4	-9.5	3	1	3	-1.28865979381443	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230121123000	https://www.manilatimes.net/2023/01/21/news/world/envoy-taiwan-learning-from-ukraine-war/1875251
1081200945	20230121	202301	2023	2023.0575											USA	UNITED STATES	USA								1	013	013	01	1	0.4	2	1	2	4.6242774566474	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20230121123000	https://www.thedailyreporter.com/story/news/local/2023/01/21/bronson-wins-grant-for-cdem-fellow-to-help-with-community-development/69816791007/
1081200946	20230121	202301	2023	2023.0575											USA	UNITED STATES	USA								1	013	013	01	1	0.4	2	1	2	4.6242774566474	0								1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20230121123000	https://www.thedailyreporter.com/story/news/local/2023/01/21/bronson-wins-grant-for-cdem-fellow-to-help-with-community-development/69816791007/
1081200947	20230121	202301	2023	2023.0575											USA	UNITED STATES	USA								0	036	036	03	1	4.0	8	1	8	1.05820105820106	0								3	Elkhart, Indiana, United States	US	USIN	IN039	41.682	-85.9767	434079	3	Elkhart, Indiana, United States	US	USIN	IN039	41.682	-85.9767	434079	20230121123000	https://www.goshennews.com/news/local-briefs-jan-21-2023/article_053e8dc8-98f2-11ed-a13f-9b47ca9d51c0.html
1081200948	20230121	202301	2023	2023.0575											USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	0.21413276231263	0								3	Oconaluftee River, North Carolina, United States	US	USNC		35.4462	-83.3838	1014073	3	Oconaluftee River, North Carolina, United States	US	USNC		35.4462	-83.3838	1014073	20230121123000	https://www.citizen-times.com/story/life/2023/01/21/nature-journal-squirrells-legacy-as-a-superior-stonemason-and-artisan-lives-on/69800122007/
1081200949	20230121	202301	2023	2023.0575											USA	UNITED STATES	USA								0	112	112	11	3	-2.0	2	1	2	-4.16666666666667	0								1	Ukraine	UP	UP		49	32	UP	1	North Korea	KN	KN		40	127	KN	20230121123000	http://www.msn.com/en-us/news/world/us-labels-russia-s-wagner-group-a-criminal-organization-in-new-bid-to-blunt-its-power/ar-AA16zIh6
1081200950	20230121	202301	2023	2023.0575											USA	UNITED STATES	USA								0	112	112	11	3	-2.0	2	1	2	-4.16666666666667	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20230121123000	http://www.msn.com/en-us/news/world/us-labels-russia-s-wagner-group-a-criminal-organization-in-new-bid-to-blunt-its-power/ar-AA16zIh6
1081200951	20230121	202301	2023	2023.0575											USA	UNITED STATES	USA								0	140	140	14	3	-6.5	4	1	4	1.88888888888889	0								3	Oak Flat, Arizona, United States	US	USAZ		32.7434	-109.883	8867	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20230121123000	https://www.ncronline.org/earthbeat/justice/jews-muslims-sikhs-and-christians-unite-support-apache-fight-save-oak-flat
1081200952	20230121	202301	2023	2023.0575											USA	UNITED STATES	USA								0	140	140	14	3	-6.5	12	1	8	1.88888888888889	0								3	Oak Flat, Arizona, United States	US	USAZ		32.7434	-109.883	8867	3	Oak Flat, Arizona, United States	US	USAZ		32.7434	-109.883	8867	20230121123000	https://www.ncronline.org/earthbeat/justice/jews-muslims-sikhs-and-christians-unite-support-apache-fight-save-oak-flat
1081200953	20230121	202301	2023	2023.0575											USA	ARIZONA	USA								0	140	140	14	3	-6.5	4	1	2	1.88888888888889	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	3	Oak Flat, Arizona, United States	US	USAZ		32.7434	-109.883	8867	20230121123000	https://www.ncronline.org/earthbeat/justice/jews-muslims-sikhs-and-christians-unite-support-apache-fight-save-oak-flat
1081200954	20230121	202301	2023	2023.0575											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-6.39730639730639	0								3	Palmetto, South Carolina, United States	US	USSC	SC031	34.2521	-79.8273	1227957	3	Palmetto, South Carolina, United States	US	USSC	SC031	34.2521	-79.8273	1227957	20230121123000	https://www.fitsnews.com/2023/01/21/multiple-charges-filed-in-conway-south-carolina-officer-involved-shooting/
1081200955	20230121	202301	2023	2023.0575											USAGOV	THE WHITE HOUSE	USA					GOV			0	112	112	11	3	-2.0	2	1	2	-4.16666666666667	0								1	Ukraine	UP	UP		49	32	UP	1	North Korea	KN	KN		40	127	KN	20230121123000	http://www.msn.com/en-us/news/world/us-labels-russia-s-wagner-group-a-criminal-organization-in-new-bid-to-blunt-its-power/ar-AA16zIh6
1081200956	20230121	202301	2023	2023.0575	AFG	KABUL	AFG																		1	114	114	11	3	-2.0	8	1	8	-0.95846645367412	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230121123000	https://pajhwok.com/2023/01/21/leather-industrialists-demand-raw-hides-processing-factories/
1081200957	20230121	202301	2023	2023.0575	AFG	AFGHANISTAN	AFG								AFGBUS	AFGHANISTAN	AFG					BUS			0	020	020	02	1	3.0	4	1	4	-0.95846645367412	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230121123000	https://pajhwok.com/2023/01/21/leather-industrialists-demand-raw-hides-processing-factories/
1081200958	20230121	202301	2023	2023.0575	AFG	KABUL	AFG								BUS	MANUFACTURER						BUS			1	114	114	11	3	-2.0	2	1	2	-0.95846645367412	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20230121123000	https://pajhwok.com/2023/01/21/leather-industrialists-demand-raw-hides-processing-factories/
1081200959	20230121	202301	2023	2023.0575	AFG	KABUL	AFG								BUS	MANUFACTURER						BUS			1	114	114	11	3	-2.0	8	1	8	-0.95846645367412	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20230121123000	https://pajhwok.com/2023/01/21/leather-industrialists-demand-raw-hides-processing-factories/
1081200960	20230121	202301	2023	2023.0575	AFG	AFGHANISTAN	AFG								TUR	TURKEY	TUR								1	010	010	01	1	0.0	2	1	2	2.5	1	Afghanistan	AF	AF		33	66	AF	4	Anadolu, Turkey (general), Turkey	TU	TU00	28356	39	35	-735281	4	Anadolu, Turkey (general), Turkey	TU	TU00	28356	39	35	-735281	20230121123000	https://menafn.com/1105459916/Turkish-Students-Offer-Pocket-Money-To-Help-Orphans-In-Sri-Lanka
1081200961	20230121	202301	2023	2023.0575	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFGELI	AFGHANISTAN	AFG					ELI			1	090	090	09	2	-2.0	10	1	10	-7.4792243767313	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20230121123000	https://www.washingtonexaminer.com/news/global-christian-persecution-highest-north-korea-brutally-hostile
1081200962	20230121	202301	2023	2023.0575	AFR	AFRICA	AFR																		1	020	020	02	1	3.0	4	1	4	-7.1078431372549	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20230121123000	https://www.thesouthafrican.com/news/city-power-reports-33-cable-theft-and-vandalism-in-four-days-21-january-2023/
1081200963	20230121	202301	2023	2023.0575	AFR	AFRICA	AFR								BUS	AEROSPACE						BUS			1	057	057	05	1	8.0	10	1	10	1.46198830409356	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20230121123000	https://techcabal.com/2023/01/21/this-week-kuda-gets-digital-banking-licence-in-pakistan%EF%BF%BC%EF%BF%BC/
1081200964	20230121	202301	2023	2023.0575	AFR	AFRICA	AFR								CVL	RESIDENTS						CVL			1	020	020	02	1	3.0	4	1	4	-7.1078431372549	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20230121123000	https://www.thesouthafrican.com/news/city-power-reports-33-cable-theft-and-vandalism-in-four-days-21-january-2023/
1081200965	20230121	202301	2023	2023.0575	AFR	AFRICA	AFR								EDU	SCHOOL						EDU			1	051	051	05	1	3.4	8	1	8	0.56390977443609	4	Glenvista, Gauteng, South Africa	SF	SF06	77364	-26.2821	28.048	-1231380	4	Glenvista, Gauteng, South Africa	SF	SF06	77364	-26.2821	28.048	-1231380	4	Glenvista, Gauteng, South Africa	SF	SF06	77364	-26.2821	28.048	-1231380	20230121123000	https://www.iol.co.za/saturday-star/news/matric-results-joburgs-matriculants-ready-to-take-on-the-world-6f96e2ec-7aa3-4ed3-aad1-28e02af9a4f6
1081200966	20230121	202301	2023	2023.0575	AFR	AFRICA	AFR								GOV	ADMINISTRATION						GOV			1	010	010	01	1	0.0	5	1	5	2.23463687150838	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230121123000	https://www.africa.com/us-treasury-secretary-on-three-state-africa-tour/
1081200967	20230121	202301	2023	2023.0575	AFR	AFRICA	AFR								GOV	PRESIDENT						GOV			1	042	042	04	1	1.9	10	1	10	2.23463687150838	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230121123000	https://www.africa.com/us-treasury-secretary-on-three-state-africa-tour/
1081200968	20230121	202301	2023	2023.0575	ARE	UNITED ARAB EMIRATES	ARE																		0	020	020	02	1	3.0	4	1	4	-6.04288499025342	4	Qusais, Dubayy, United Arab Emirates	AE	AE03	28575	25.2654	55.3938	-782282	0								4	Qusais, Dubayy, United Arab Emirates	AE	AE03	28575	25.2654	55.3938	-782282	20230121123000	https://www.khaleejtimes.com/lifestyle/health/uae-80-of-cervical-cancer-cases-can-be-cured-doctors-explain-how
1081200969	20230121	202301	2023	2023.0575	ARE	ABU DHABI	ARE								GOV	REGIME						GOV			1	010	010	01	1	0.0	10	1	10	-2.73159144893112	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20230121123000	https://www.khaleejtimes.com/business/important-insights-from-mofs-corporate-tax-awareness-session
1081200970	20230121	202301	2023	2023.0575	ARE	UNITED ARAB EMIRATES	ARE								HLH	DOCTOR						HLH			1	051	051	05	1	3.4	2	1	2	-6.04288499025342	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20230121123000	https://www.khaleejtimes.com/lifestyle/health/uae-80-of-cervical-cancer-cases-can-be-cured-doctors-explain-how
1081200971	20230121	202301	2023	2023.0575	ARG	BUENOS AIRES	ARG																		0	036	036	03	1	4.0	3	1	3	0	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	0								4	Montevideo, Montevideo, Uruguay	UY	UY10	22379	-34.8581	-56.1708	-907764	20230121123000	https://en.mercopress.com/2023/01/21/lula-s-trip-to-argentina-to-include-antarctica-deal
1081200972	20230121	202301	2023	2023.0575	ARG	ARGENTINA	ARG																		1	043	043	04	1	2.8	2	1	2	0	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	0								1	Antarctica	AY	AY		-85.6221	32.3438	AY	20230121123000	https://en.mercopress.com/2023/01/21/lula-s-trip-to-argentina-to-include-antarctica-deal
1081200973	20230121	202301	2023	2023.0575	ARG	BUENOS AIRES	ARG								CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	2	1	2	0	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20230121123000	https://en.mercopress.com/2023/01/21/lula-s-trip-to-argentina-to-include-antarctica-deal
1081200974	20230121	202301	2023	2023.0575	ARG	BUENOS AIRES	ARG								CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	8	1	8	0	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	1	United States	US	US		39.828175	-98.5795	US	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20230121123000	https://en.mercopress.com/2023/01/21/lula-s-trip-to-argentina-to-include-antarctica-deal
1081200975	20230121	202301	2023	2023.0575	ARG	BUENOS AIRES	ARG								URY	MONTEVIDEO	URY								0	036	036	03	1	4.0	4	1	4	0	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Montevideo, Montevideo, Uruguay	UY	UY10	22379	-34.8581	-56.1708	-907764	4	Montevideo, Montevideo, Uruguay	UY	UY10	22379	-34.8581	-56.1708	-907764	20230121123000	https://en.mercopress.com/2023/01/21/lula-s-trip-to-argentina-to-include-antarctica-deal
1081200976	20230121	202301	2023	2023.0575	ARG	ARGENTINA	ARG								URY	URUGUAY	URY								0	036	036	03	1	4.0	1	1	1	0	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Montevideo, Montevideo, Uruguay	UY	UY10	22379	-34.8581	-56.1708	-907764	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20230121123000	https://en.mercopress.com/2023/01/21/lula-s-trip-to-argentina-to-include-antarctica-deal
