1081057242	20230120	202301	2023	2023.0548											CVL	COMMUNITY						CVL			0	046	046	04	1	7.0	4	1	4	1.03806228373703	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20230120131500	https://www.eyeonannapolis.net/2023/01/daily-news-brief-january-20-2023/
1081057243	20230120	202301	2023	2023.0548											CVLEDU	COMMUNITY						CVL	EDU		1	057	057	05	1	8.0	10	1	10	4.88599348534202	0								0								0								20230120131500	https://wcfcourier.com/news/local/education/independence-schools-superintendent-to-retire-after-board-approves-agreement/article_4fe1e9f9-6f25-5f11-8e79-62e3879c7695.html
1081057244	20230120	202301	2023	2023.0548											DEU	MUNICH	DEU								1	046	046	04	1	7.0	10	1	10	5.09554140127388	0								4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	20230120131500	https://www.parking.net/parking-jobs/designa/service-technician-munich-de
1081057245	20230120	202301	2023	2023.0548											DEULEG	BUNDESTAG	DEU					LEG			0	036	036	03	1	4.0	10	1	10	-0.0400320256205	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20230120131500	https://www.politico.eu/newsletter/berlin-bulletin/pistorius-first-day-scholzology-lessons-electoral-reform/
1081057246	20230120	202301	2023	2023.0548											EDU	SCHOOL						EDU			0	013	013	01	1	0.4	2	1	2	3.09917355371901	0								4	Katlehong, Gauteng, South Africa	SF	SF06	77364	-26.3399	28.157	-1242838	4	Katlehong, Gauteng, South Africa	SF	SF06	77364	-26.3399	28.157	-1242838	20230120131500	https://ewn.co.za/2023/01/20/teachers-union-praises-matric-pass-rate-calls-for-speedy-tertiary-placements
1081057247	20230120	202301	2023	2023.0548											EDU	STUDENT						EDU			0	020	020	02	1	3.0	10	1	10	-2.45283018867924	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20230120131500	https://www.jhnewsandguide.com/news/schools/local/aclu-education-association-opposes-parent-rights-bill/article_6c2d9dbf-76bf-5479-9b90-4e713cc647d6.html
1081057248	20230120	202301	2023	2023.0548											EDU	SCHOOL						EDU			0	025	025	02	1	-0.3	2	1	2	3.09917355371901	0								4	Katlehong, Gauteng, South Africa	SF	SF06	77364	-26.3399	28.157	-1242838	4	Katlehong, Gauteng, South Africa	SF	SF06	77364	-26.3399	28.157	-1242838	20230120131500	https://ewn.co.za/2023/01/20/teachers-union-praises-matric-pass-rate-calls-for-speedy-tertiary-placements
1081057249	20230120	202301	2023	2023.0548											EDU	STUDENT						EDU			0	100	100	10	3	-5.0	10	1	10	1.21506682867557	0								5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	20230120131500	https://www.graphic.com.gh/daily-graphic-editorials/timely-release-of-students-loan-crucial.html
1081057250	20230120	202301	2023	2023.0548											EDUEDU	SCHOOL						EDU	EDU		1	080	080	08	2	5.0	10	1	10	-6.25	0								0								0								20230120131500	https://www.vanguardngr.com/2023/01/just-in-gunmen-abduct-school-pupils-in-nasarawa/
1081057251	20230120	202301	2023	2023.0548											EUR	EUROPE	EUR								1	036	036	03	1	4.0	10	1	10	1.79487179487179	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230120131500	https://www.pna.gov.ph/articles/1193232
1081057252	20230120	202301	2023	2023.0548											GBR	LONDON	GBR								1	042	042	04	1	1.9	10	1	10	-4.58715596330275	0								1	Libya	LY	LY		25	17	LY	1	Libya	LY	LY		25	17	LY	20230120131500	https://www.private-eye.co.uk/issue-1589/in-the-back
1081057253	20230120	202301	2023	2023.0548											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	4	1	4	1.06666666666667	0								4	Punch Bowl, Surrey, United Kingdom	UK	UKN7	40137	51.1167	-0.716667	-2594312	4	Punch Bowl, Surrey, United Kingdom	UK	UKN7	40137	51.1167	-0.716667	-2594312	20230120131500	https://www.dailymail.co.uk/news/article-11657809/American-woman-British-man-met-playing-online-chess-reignited-flame-Wetherspoons-pub.html
1081057254	20230120	202301	2023	2023.0548											GBR	LONDON	GBR								0	051	051	05	1	3.4	1	1	1	-4.24559111691705	0								4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	20230120131500	https://www.mirror.co.uk/news/politics/rishi-sunaks-levelling-up-nightmare-29005312
1081057255	20230120	202301	2023	2023.0548											GBR	UNITED KINGDOM	GBR								1	057	057	05	1	8.0	3	1	3	2.02507232401158	0								4	Castle Rock, Coleraine, United Kingdom	UK	UKR6	40176	55.15	-6.78333	-2592047	4	Castle Rock, Coleraine, United Kingdom	UK	UKR6	40176	55.15	-6.78333	-2592047	20230120131500	https://www.globenewswire.com/news-release/2023/01/20/2592423/0/en/Trailbreaker-Resources-Acquires-Castle-Rock-Property-Northern-Vancouver-Island-Signs-Partnership-Agreement-With-Cazador-Resources.html
1081057256	20230120	202301	2023	2023.0548											GBR	UNITED KINGDOM	GBR								1	057	057	05	1	8.0	3	1	3	2.02507232401158	0								4	Castle Rock, Coleraine, United Kingdom	UK	UKR6	40176	55.15	-6.78333	-2592047	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20230120131500	https://www.globenewswire.com/news-release/2023/01/20/2592423/0/en/Trailbreaker-Resources-Acquires-Castle-Rock-Property-Northern-Vancouver-Island-Signs-Partnership-Agreement-With-Cazador-Resources.html
1081057257	20230120	202301	2023	2023.0548											GBR	UNITED KINGDOM	GBR								0	060	060	06	2	6.0	4	1	4	2.65486725663716	0								4	Easdale Island, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.2833	-5.65	-2595090	4	Easdale Island, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.2833	-5.65	-2595090	20230120131500	https://www.argyllshireadvertiser.co.uk/2023/01/20/joy-for-team-bidding-to-reopen-famous-landmark/
1081057258	20230120	202301	2023	2023.0548											GBR	WALES	GBR								1	111	111	11	3	-2.0	10	1	10	-2.55102040816327	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20230120131500	https://news.yahoo.com/pictures-released-mother-killed-baby-120957030.html
1081057259	20230120	202301	2023	2023.0548											GBRJUD	GLASGOW	GBR					JUD			1	112	112	11	3	-2.0	5	1	5	-6.66666666666667	0								0								0								20230120131500	https://www.dailyrecord.co.uk/news/scottish-news/transgender-rape-trial-told-mother-29006813
1081057260	20230120	202301	2023	2023.0548											GBRMIL	UNITED KINGDOM	GBR					MIL			0	071	071	07	2	7.4	6	1	6	-4.24559111691705	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20230120131500	https://www.mirror.co.uk/news/politics/rishi-sunaks-levelling-up-nightmare-29005312
1081057261	20230120	202301	2023	2023.0548											GHA	GHANA	GHA								0	036	036	03	1	4.0	2	1	2	-3.82890651948948	0								4	Duayaw Nkwanta, Ghana (general), Ghana	GH	GH00	190629	7.17242	-2.1028	-2072586	4	Duayaw Nkwanta, Ghana (general), Ghana	GH	GH00	190629	7.17242	-2.1028	-2072586	20230120131500	https://www.graphic.com.gh/news/general-news/one-year-after-apiatse-explosion-victims-cry-for-more-help.html
1081057262	20230120	202301	2023	2023.0548											GHA	GHANA	GHA								1	173	173	17	4	-5.0	8	1	8	-5.07246376811594	0								4	Cape Coast, Central, Ghana	GH	GH04	16601	5.11185	-1.24373	-2071693	4	Cape Coast, Central, Ghana	GH	GH04	16601	5.11185	-1.24373	-2071693	20230120131500	https://www.graphic.com.gh/news/general-news/killer-of-cape-coast-based-artist-sentenced-to-death.html
1081057263	20230120	202301	2023	2023.0548											GOV	AUTHORITIES						GOV			0	0253	025	02	1	-0.3	10	1	10	-3.82890651948948	0								4	Cape Coast, Central, Ghana	GH	GH04	16601	5.11185	-1.24373	-2071693	4	Cape Coast, Central, Ghana	GH	GH04	16601	5.11185	-1.24373	-2071693	20230120131500	https://www.graphic.com.gh/news/general-news/one-year-after-apiatse-explosion-victims-cry-for-more-help.html
1081057264	20230120	202301	2023	2023.0548											GOV	MAYOR						GOV			1	060	060	06	2	6.0	3	1	3	5.15806988352745	0								2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20230120131500	https://www.golocalprov.com/news/ripta-defends-hiring-fungs-firm-for-lobbying
1081057265	20230120	202301	2023	2023.0548											GRDGOVMED	BRIAN MC	GRD					GOV	MED		1	040	040	04	1	1.0	6	1	6	1.19176598049838	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20230120131500	https://www.thenews-messenger.com/story/news/local/2023/01/20/pocock-others-put-best-paw-forward-to-remember-four-legged-friends/69802189007/
1081057266	20230120	202301	2023	2023.0548											HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	10	1	10	-4.42203258339798	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230120131500	https://www.bnnbloomberg.ca/what-abortion-in-america-looks-like-50-years-after-roe-v-wade-1.1872746
1081057267	20230120	202301	2023	2023.0548											HLH	DOCTOR						HLH			0	0841	084	08	2	7.0	10	1	10	-6.5123010130246	0								4	Greater Manchester, United Kingdom (general), United Kingdom	UK	UK00	40111	53.45	-2.23333	-2597513	4	Greater Manchester, United Kingdom (general), United Kingdom	UK	UK00	40111	53.45	-2.23333	-2597513	20230120131500	https://news.yahoo.com/how-close-to-death-do-you-need-to-be-to-get-an-ambulance-in-england-123742426.html
1081057268	20230120	202301	2023	2023.0548											HLHHLH	HOSPITAL						HLH	HLH		1	0841	084	08	2	7.0	10	1	10	-6.5123010130246	0								4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	20230120131500	https://news.yahoo.com/how-close-to-death-do-you-need-to-be-to-get-an-ambulance-in-england-123742426.html
1081057269	20230120	202301	2023	2023.0548											IGOBUSIMF	INTERNATIONAL MONETARY FUND		IMF				IGO	BUS		1	040	040	04	1	1.0	6	1	6	1.79487179487179	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230120131500	https://www.pna.gov.ph/articles/1193232
1081057270	20230120	202301	2023	2023.0548											IGOBUSIMF	INTERNATIONAL MONETARY FUND		IMF				IGO	BUS		1	046	046	04	1	7.0	6	1	6	1.79487179487179	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230120131500	https://www.pna.gov.ph/articles/1193232
1081057271	20230120	202301	2023	2023.0548											IGOUNO	THE SECURITY COUNCIL		UNO				IGO			0	040	040	04	1	1.0	8	1	8	-1.94986072423399	0								4	Artsakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	4	Artsakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	20230120131500	https://artsakhpress.am/eng/news/175911/five-types-of-food-products%E2%80%99-sale-with-coupons-starts-in-artsakh.html
1081057272	20230120	202301	2023	2023.0548											IRL	GALWAY	IRL								1	112	112	11	3	-2.0	5	1	5	-11.9760479041916	0								0								0								20230120131500	https://galwaybayfm.ie/galway-bay-fm-news-desk/jury-shown-distressing-photos-in-portumna-murder-trial/
1081057273	20230120	202301	2023	2023.0548											ISRGOVMIL	TEL AVIV	ISR					GOV	MIL		0	046	046	04	1	7.0	6	1	6	-2.75119617224881	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.timesofisrael.com/gallant-defies-smotrich-orders-evacuation-of-illegal-west-bank-outpost/
1081057274	20230120	202301	2023	2023.0548											JPN	JAPANESE	JPN								1	057	057	05	1	8.0	10	1	10	0.819672131147541	0								4	Tamana, Kumamoto, Japan	JA	JA21	34988	32.9167	130.567	-245387	4	Tamana, Kumamoto, Japan	JA	JA21	34988	32.9167	130.567	-245387	20230120131500	https://www.ewrestlingnews.com/news/yoshihiro-tajiri-signs-with-kyushu-pro-wrestling
1081057275	20230120	202301	2023	2023.0548											KEN	KENYA	KEN								1	190	190	19	4	-10.0	6	1	6	-1.31578947368421	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20230120131500	https://www.theafricareport.com/274539/kenya-the-gachagua-mudavadi-battle-and-its-ensuing-impact/
1081057276	20230120	202301	2023	2023.0548											LEG	REPRESENTATIVES						LEG			0	043	043	04	1	2.8	10	1	10	-4.24559111691705	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20230120131500	https://www.mirror.co.uk/news/politics/rishi-sunaks-levelling-up-nightmare-29005312
1081057277	20230120	202301	2023	2023.0548											MED	PUBLICATION						MED			1	040	040	04	1	1.0	2	1	2	1.67910447761194	0								4	Trebechovice Pod Orebem, Krávéadecký, Czech Republic	EZ	EZ82	14874	50.2016	15.9882	-556774	4	Trebechovice Pod Orebem, Krávéadecký, Czech Republic	EZ	EZ82	14874	50.2016	15.9882	-556774	20230120131500	https://adventistreview.org/news/in-czech-republic-adventists-publish-new-testament-in-romani/
1081057278	20230120	202301	2023	2023.0548											MED	MEDIA						MED			1	051	051	05	1	3.4	10	1	10	1.16279069767442	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20230120131500	https://www.prokerala.com/news/articles/a1383599.html
1081057279	20230120	202301	2023	2023.0548											MED	BLOGGER						MED			1	060	060	06	2	6.0	3	1	3	3.80313199105145	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20230120131500	https://www.fox35orlando.com/news/this-weekend-is-your-last-chance-to-ride-splash-mountain-at-disney-world
1081057280	20230120	202301	2023	2023.0548											MED	MEDIA						MED			1	100	100	10	3	-5.0	10	1	10	1.16279069767442	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20230120131500	https://www.prokerala.com/news/articles/a1383599.html
1081057281	20230120	202301	2023	2023.0548											MED	TELEVISION						MED			1	175	175	17	4	-9.0	5	1	5	-8.38852097130243	0								4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	20230120131500	https://bioprepwatch.com/new-protests-in-peru-a-big-fire-in-lima-after-a-demonstration/
1081057282	20230120	202301	2023	2023.0548											MIL	LIEUTENANT						MIL			1	031	031	03	1	5.2	2	1	2	6.89655172413793	0								3	Livingston County, Michigan, United States	US	USMI		42.6	-83.9166	1622989	3	Livingston County, Michigan, United States	US	USMI		42.6	-83.9166	1622989	20230120131500	https://www.livingstondaily.com/story/news/2023/01/20/commissioners-approve-contracts-for-sheriffs-lieutenants-sergeants/69814900007/
1081057283	20230120	202301	2023	2023.0548											MIL	NAVY						MIL			1	036	036	03	1	4.0	3	1	3	0.32051282051282	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230120131500	https://www.dailyrecord.co.uk/news/uk-world-news/shop-worker-82-finally-able-29003995
1081057284	20230120	202301	2023	2023.0548											MIL	LIEUTENANT						MIL			1	057	057	05	1	8.0	10	1	10	6.89655172413793	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20230120131500	https://www.livingstondaily.com/story/news/2023/01/20/commissioners-approve-contracts-for-sheriffs-lieutenants-sergeants/69814900007/
1081057285	20230120	202301	2023	2023.0548											MIL	INFANTRY						MIL			0	070	070	07	2	7.0	1	1	1	-0.0400320256205	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20230120131500	https://www.politico.eu/newsletter/berlin-bulletin/pistorius-first-day-scholzology-lessons-electoral-reform/
1081057286	20230120	202301	2023	2023.0548											MIL	INFANTRY						MIL			0	070	070	07	2	7.0	4	1	4	-0.0400320256205	0								4	Ramstein, Baden-Wüberg, Germany	GM	GM01	16526	48.2034	8.37174	-1846389	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20230120131500	https://www.politico.eu/newsletter/berlin-bulletin/pistorius-first-day-scholzology-lessons-electoral-reform/
1081057287	20230120	202301	2023	2023.0548											MIL	GARRISON						MIL			0	071	071	07	2	7.4	1	1	1	-4.24559111691705	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20230120131500	https://www.mirror.co.uk/news/politics/rishi-sunaks-levelling-up-nightmare-29005312
1081057288	20230120	202301	2023	2023.0548											MIL	INFANTRY						MIL			0	130	130	13	3	-4.4	1	1	1	-0.0400320256205	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20230120131500	https://www.politico.eu/newsletter/berlin-bulletin/pistorius-first-day-scholzology-lessons-electoral-reform/
1081057289	20230120	202301	2023	2023.0548											MIL	INFANTRY						MIL			0	130	130	13	3	-4.4	4	1	4	-0.0400320256205	0								4	Ramstein, Baden-Wüberg, Germany	GM	GM01	16526	48.2034	8.37174	-1846389	4	Ramstein, Baden-Wüberg, Germany	GM	GM01	16526	48.2034	8.37174	-1846389	20230120131500	https://www.politico.eu/newsletter/berlin-bulletin/pistorius-first-day-scholzology-lessons-electoral-reform/
1081057290	20230120	202301	2023	2023.0548											PAK	PAKISTAN	PAK								0	061	061	06	2	6.4	6	1	6	-7.33772342427093	0								4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	20230120131500	https://www.downtoearth.org.in/news/africa/quelea-environmentalists-protest-kenyan-government-s-move-to-poison-millions-of-feathered-locusts--87235
1081057291	20230120	202301	2023	2023.0548											PAK	PAKISTAN	PAK								0	061	061	06	2	6.4	4	1	4	-7.33772342427093	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20230120131500	https://www.downtoearth.org.in/news/africa/quelea-environmentalists-protest-kenyan-government-s-move-to-poison-millions-of-feathered-locusts--87235
1081057292	20230120	202301	2023	2023.0548											PER	PERU	PER								0	030	030	03	1	4.0	2	1	2	-8.47826086956526	0								4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	20230120131500	http://moderntokyotimes.com/peru-protests-against-boluarte-53-deaths-since-political-convulsions-began/
1081057293	20230120	202301	2023	2023.0548											PER	PERU	PER								1	141	141	14	3	-6.5	2	1	2	-8.47826086956526	0								4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20230120131500	http://moderntokyotimes.com/peru-protests-against-boluarte-53-deaths-since-political-convulsions-began/
1081057294	20230120	202301	2023	2023.0548											ROU	ROMANIA									1	1243	124	12	3	-4.0	4	1	4	-6.18556701030927	0								4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	20230120131500	https://www.dailymail.co.uk/news/article-11658095/Andrew-Tate-brother-Tristan-remain-custody-February-27.html
1081057295	20230120	202301	2023	2023.0548											SET	SETTLER						SET			0	100	100	10	3	-5.0	10	1	10	-2.75119617224881	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.timesofisrael.com/gallant-defies-smotrich-orders-evacuation-of-illegal-west-bank-outpost/
